금연하세요,0
금주하세요,0
숙면하세요,0
살을 빼세요,0
푹 주무세요,0
과로하지마세요,0
과식하지마세요,0
과음하지마세요,0
금연하셔야해요,0
금연해 주세요,0
담배 끊으세요,0
많이 웃으세요,0
술을 끊으세요,0
술을 줄이세요,0
싱겁게 드세요,0
음주는 적당히,0
편식하지마세요,0
햇볕을 쬐세요,0
가글을 해주세요,0
과로하지 마세요,0
과식하면 안돼요,0
과식하지 마세요,0
과음하지 마세요,0
금연은 필수예요,0
냉찜질 해주세요,0
담배 끊으셔야죠,0
담배는 끊으세요,0
담배를 끊으세요,0
담배를 줄이세요,0
담백하게 드세요,0
독서를 해보세요,0
많이 움직이세요,0
물 많이 드세요,0
산책 다녀오세요,0
숙면을 취하세요,0
숙면이 중요해요,0
술은 적게드세요,0
술을 줄여주세요,0
야식을 줄이세요,0
온찜질 해주세요,0
웃으면 복이와요,0
유산소 운동해요,0
음주는 해로워요,0
일기를 써보세요,0
잠이 보약이에요,0
잡곡밥을 드세요,0
저염식을 드세요,0
짠 음식은 멀리,0
충분히 주무세요,0
친구를 만나세요,0
커피는 줄이세요,0
편식하지 마세요,0
폭식은 위험해요,0
폭식하지 마세요,0
함께 웃어보아요,0
허리를 펴주세요,0
휴식을 취하세요,0
흡연을 줄이세요,0
간식을 드셔보세요,0
간접흡연도 안돼요,0
계속 움직여보세요,0
과로는 금물이에요,0
과식은 금물이에요,0
과식을 주의하세요,0
과음을 피해주세요,0
과일 많이 드세요,0
과체중은 위험해요,0
금연을 시작하세요,0
금주를 실천하세요,0
기지개를 펴주세요,0
끼니를 굶지마세요,0
네 맛있게 드세요,0
담배 끊으셔야해요,0
담배는 끊어주세요,0
담배를 끊어주세요,0
담배를 줄여주세요,0
두통을 신경쓰세요,0
뚱뚱해지면 안돼요,0
많이 움직여주세요,0
몸을 움직여주세요,0
물을 많이 드세요,0
물을 자주 드세요,0
물을 자주 마셔요,0
반드시 금연하세요,0
반신욕을 해보세요,0
뱃살을 줄여주세요,0
산책을 다녀오세요,0
살이찌면 위험해요,0
삼림욕을 해보세요,0
생강차 드셔보세요,0
생선 많이 드세요,0
생선을 많이드세요,0
송진을 달여드세요,0
수영을 배워보세요,0
식중독 조심하세요,0
싱겁게 식사하세요,0
아침을 챙겨드세요,0
악기를 배워보세요,0
알코올을 줄이세요,0
야식은 끊어주세요,0
야식은 이제 그만,0
야식을 줄여주세요,0
우유를 드셔보세요,0
육류는 적게드세요,0
음주를 줄여주세요,0
자주 빗질해주세요,0
젓갈은 적게드세요,0
정기검진을 하세요,0
짜게드시면 안돼요,0
쪼그려 앉지마세요,0
쪼그려앉지 마세요,0
천천히 식사하세요,0
체스를 배워보세요,0
체중을 유지하세요,0
충분히 쉬어주세요,0
커피는 적게드세요,0
코로 숨을 쉬세요,0
폭식하시면 안돼요,0
폭음을 주의하세요,0
혈압을 신경쓰세요,0
화초를 길러보세요,0
흡연을 줄여주세요,0
가습기를 사용하세요,0
가습기를 틀어주세요,0
가족력을 확인하세요,0
간접흡연은 위험해요,0
간접흡연을 피하세요,0
감기에 굴이 좋데요,0
감기에 꿀이 좋데요,0
감기에 배가 좋데요,0
감자즙을 드셔보세요,0
겉보리를 달여드세요,0
견과류를 챙겨드세요,0
고지혈증 관리하세요,0
과체중을 주의하세요,0
기침에 꿀이 좋데요,0
기침에 배가 좋데요,0
꼭 담배를 끊으세요,0
끼니를 거르지마세요,0
나들이를 떠나보세요,0
네 꼭 챙겨 드세요,0
단 음식은 해로워요,0
담배는 꼭 끊으세요,0
담배는 백해무익해요,0
당뇨에 굴이 좋데요,0
당뇨에 김이 좋데요,0
당뇨에 배가 좋데요,0
당뇨에 팥이 좋데요,0
독감에 굴이 좋데요,0
독감에 꿀이 좋데요,0
독감에 배가 좋데요,0
독감주사 잊지마세요,0
두통에 물이 좋데요,0
마사지를 받아보세요,0
면역력을 높여주세요,0
면역력을 키워주세요,0
물을 수시로 드세요,0
물을 충분히 드세요,0
바른자세가 중요해요,0
변비에 무가 좋데요,0
부추즙을 드셔보세요,0
불린콩을 발라보세요,0
비데를 사용해보세요,0
설사에 물이 좋데요,0
손을 자주 씻으세요,0
수면시간을 정하세요,0
수분섭취는 중요해요,0
술은 적당히 드세요,0
술은 적당히 드셔요,0
술은 조금만 드세요,0
스트레스 받지마세요,0
스트레스를 줄이세요,0
스트레칭 꼭 하세요,0
식사는 싱겁게하세요,0
식사를 거르지마세요,0
식후 산책을 하세요,0
아침밥을 꼭 드세요,0
아침을 거르지마세요,0
야식은 자제해주세요,0
양파로 샴푸해보세요,0
오일풀링을 해보세요,0
위생에 신경써주세요,0
위암에 마가 좋데요,0
육류는 적게드시고요,0
음주량을 줄여주세요,0
인생사 새옹지마래요,0
자연을 가까이하세요,0
자외선을 조심하세요,0
잡곡밥을 드셔보세요,0
정기검진은 필수예요,0
지압마사지는 어때요,0
천식에 배가 좋데요,0
천식에 잣이 좋데요,0
체중관리가 중요해요,0
체중관리는 필수에요,0
충분히 주무셔야해요,0
충치에 무가 좋데요,0
충치에 쑥이 좋데요,0
충치에 콩이 좋데요,0
취미를 만들어보세요,0
치매에 잣이 좋데요,0
치매에 콩이 좋데요,0
치질에 꿀이 좋데요,0
치통에 무가 좋데요,0
치통에 쑥이 좋데요,0
치통에 콩이 좋데요,0
코골이를 고쳐보세요,0
탄산음료를 줄이세요,0
테니스를 배워보세요,0
틀니가 헐거워졌나요,0
폐암에 굴이 좋데요,0
폐암에 귤이 좋데요,0
폐암에 무가 좋데요,0
폐암에 콩이 좋데요,0
피아노를 배워보세요,0
환절기에 조심하세요,0
활동량을 늘려보세요,0
활동량을 늘려주세요,0
흡연은 백해무익해요,0
흡연은 절대 안돼요,0
가공식품은 적게드세요,0
가공식품을 적게드세요,0
가벼운 산책 어떠세요,0
가벼운 운동을 하세요,0
가사노동량을 줄이세요,0
간암에 강황이 좋데요,0
간암에 녹두가 좋데요,0
간암에 두부가 좋데요,0
간암에 마늘이 좋데요,0
간암에 미역이 좋데요,0
간암에 부추가 좋데요,0
간암에 사과가 좋데요,0
간암에 순무가 좋데요,0
간암에 우엉이 좋데요,0
간암에 자몽이 좋데요,0
간암에 커피가 좋데요,0
간암에 홍잠이 좋데요,0
간암에 황태가 좋데요,0
간접흡연도 조심하세요,0
간접흡연도 피해주세요,0
간접흡연을 피해주세요,0
감기에 계피가 좋데요,0
감기에 녹차가 좋데요,0
감기에 대추가 좋데요,0
감기에 마늘이 좋데요,0
감기에 모과가 좋데요,0
감기에 버섯이 좋데요,0
감기에 생강이 좋데요,0
감기에 생선이 좋데요,0
감기에 석류가 좋데요,0
감기에 우엉이 좋데요,0
감기에 유자가 좋데요,0
감기에 키위가 좋데요,0
감기에 피망이 좋데요,0
감기에 호두가 좋데요,0
감을 한번 드셔보세요,0
건강한 음식을 드세요,0
고혈압에 콩이 좋데요,0
공기청정기를 켜주세요,0
과식하면 위가 놀래요,0
구내염에 꿀이 좋데요,0
구내염에 잣이 좋데요,0
구운마늘을 드셔보세요,0
국물 섭취를 줄이세요,0
굴을 한번 드셔보세요,0
규칙적으로 생활하세요,0
규칙적으로 식사하세요,0
규칙적으로 운동하세요,0
귤을 한번 드셔보세요,0
근력을 키우면 좋아요,0
급하게 드시지 마세요,0
긍정의 힘을 믿으세요,0
기침에 강황이 좋데요,0
기침에 딸기가 좋데요,0
기침에 사과가 좋데요,0
김을 한번 드셔보세요,0
꽈리열매를 달여드세요,0
꽉끼는옷은 입지마세요,0
꿀을 한번 드셔보세요,0
끼니를 거르지 마세요,0
끼니를 잘 챙겨드세요,0
노래교실을 다녀보세요,0
뇌졸중에 감이 좋데요,0
뇌졸중에 김이 좋데요,0
뇌졸중에 칡이 좋데요,0
뇌졸중에 콩이 좋데요,0
누워만 계시면 안돼요,0
단 음식을 줄여주세요,0
담배는 몸에 해로워요,0
담배는 무조건 안돼요,0
담배를 당장 끊으세요,0
당뇨병에 굴이 좋데요,0
당뇨병에 김이 좋데요,0
당뇨병에 배가 좋데요,0
당뇨병에 팥이 좋데요,0
당뇨에 계피가 좋데요,0
당뇨에 달걀이 좋데요,0
당뇨에 당근이 좋데요,0
당뇨에 두릅이 좋데요,0
당뇨에 두부가 좋데요,0
당뇨에 들깨가 좋데요,0
당뇨에 딸기가 좋데요,0
당뇨에 땅콩이 좋데요,0
당뇨에 마늘이 좋데요,0
당뇨에 망고가 좋데요,0
당뇨에 미역이 좋데요,0
당뇨에 사과가 좋데요,0
당뇨에 새우가 좋데요,0
당뇨에 양파가 좋데요,0
당뇨에 연어가 좋데요,0
당뇨에 오디가 좋데요,0
당뇨에 우엉이 좋데요,0
당뇨에 자몽이 좋데요,0
당뇨에 케일이 좋데요,0
당뇨에 현미가 좋데요,0
대장암에 콩이 좋데요,0
댄스수업을 들어보세요,0
독감에 계피가 좋데요,0
독감에 녹차가 좋데요,0
독감에 대추가 좋데요,0
독감에 마늘이 좋데요,0
독감에 모과가 좋데요,0
독감에 버섯이 좋데요,0
독감에 생강이 좋데요,0
독감에 생선이 좋데요,0
독감에 석류가 좋데요,0
독감에 우엉이 좋데요,0
독감에 유자가 좋데요,0
독감에 키위가 좋데요,0
독감에 피망이 좋데요,0
독감에 호두가 좋데요,0
두통에 계피가 좋데요,0
두통에 박하가 좋데요,0
두피마사지를 해주세요,0
들깨가 혈당에 좋아요,0
마를 한번 드셔보세요,0
맛있는 음식을 드세요,0
매일 일기를 써보세요,0
무 생즙을 마셔보세요,0
무를 한번 드셔보세요,0
물리치료를 받아보세요,0
물을 자주 마셔주세요,0
물을 한번 드셔보세요,0
미세먼지를 조심하세요,0
배를 한번 드셔보세요,0
배변자세를 바꿔보세요,0
변비에 고추가 좋데요,0
변비에 과일이 좋데요,0
변비에 귀리가 좋데요,0
변비에 나물이 좋데요,0
변비에 녹차가 좋데요,0
변비에 당근이 좋데요,0
변비에 땅콩이 좋데요,0
변비에 양파가 좋데요,0
변비에 연근이 좋데요,0
변비에 키위가 좋데요,0
변비에 호두가 좋데요,0
복부비만을 줄여주세요,0
봉사활동을 다녀보세요,0
부추 된장국을 드세요,0
비만은 당뇨를 불러요,0
비타민씨를 섭취하세요,0
빨리 드시면 위험해요,0
설사에 곶감이 좋데요,0
설사에 당근이 좋데요,0
설사에 마늘이 좋데요,0
설사에 매실이 좋데요,0
설사에 배추가 좋데요,0
설사에 버섯이 좋데요,0
설사에 사과가 좋데요,0
설사에 생강이 좋데요,0
설사에 생율이 좋데요,0
설사에 수프가 좋데요,0
설사에 연근이 좋데요,0
설사에 오이가 좋데요,0
설사에 찹쌀이 좋데요,0
손을 자주 씻어주세요,0
숙면이 건강에 좋아요,0
술과 담배는 끊으세요,0
숨쉬기 운동을 하세요,0
스트레스를 관리하세요,0
스트레스를 받지마세요,0
스트레스를 잘 푸세요,0
스트레스를 줄여주세요,0
식도염에 꿀이 좋데요,0
식도염에 마가 좋데요,0
식사는 골고루 드세요,0
식사는 꼭 챙겨드세요,0
식사를 가볍게 하세요,0
식사를 거르지 마세요,0
식사를 천천히 하세요,0
심장병에 무가 좋데요,0
심장병에 잣이 좋데요,0
심장병에 콩이 좋데요,0
심장병에 파가 좋데요,0
쑥을 한번 드셔보세요,0
아침식사를 꼭 하세요,0
아침식사를 챙겨드세요,0
아침을 꼭 챙겨드세요,0
애완동물을 키워보세요,0
야식을 줄이셔야합니다,0
오래 앉아있지 마세요,0
오이주스를 드셔보세요,0
요실금에 마가 좋데요,0
요실금에 쑥이 좋데요,0
운동을 꾸준히 하세요,0
위암에 갈치가 좋데요,0
위암에 감자가 좋데요,0
위암에 광어가 좋데요,0
위암에 당근이 좋데요,0
위암에 대구가 좋데요,0
위암에 도미가 좋데요,0
위암에 마늘이 좋데요,0
위암에 명태가 좋데요,0
위암에 병어가 좋데요,0
위암에 부추가 좋데요,0
위암에 식초가 좋데요,0
위암에 양파가 좋데요,0
위암에 연근이 좋데요,0
위암에 조기가 좋데요,0
위암에 토란이 좋데요,0
위염에 감자가 좋데요,0
위염에 당근이 좋데요,0
위염에 마 이 좋데요,0
위염에 부추가 좋데요,0
위염에 사과가 좋데요,0
위염에 연근이 좋데요,0
위염에 우유가 좋데요,0
유방암에 배가 좋데요,0
유방암에 콩이 좋데요,0
유산균 꼭 챙겨드세요,0
육류 섭취를 줄이세요,0
음식을 골고루 드세요,0
입냄새에 꿀이 좋데요,0
입냄새에 잣이 좋데요,0
자연을 자주 접하세요,0
자주 박수를 쳐보세요,0
잠을 잘 주무셔야해요,0
잠을 충분히 주무세요,0
잣을 한번 드셔보세요,0
저지방 우유를 드세요,0
저혈압에 귤이 좋데요,0
저혈압에 꿀이 좋데요,0
저혈압에 물이 좋데요,0
저혈압에 잣이 좋데요,0
저혈압에 콩이 좋데요,0
적당한 운동을 하세요,0
적절한 운동을 하세요,0
적정체중을 유지하세요,0
제철과일을 챙겨드세요,0
제철음식을 많이드세요,0
제철음식을 챙겨드세요,0
지방간을 관리해주세요,0
직사광선을 피해주세요,0
짠 음식을 자제하세요,0
천식에 모과가 좋데요,0
천식에 인삼이 좋데요,0
천식에 호두가 좋데요,0
춘곤증에 쑥이 좋데요,0
춘곤증에 콩이 좋데요,0
충치에 가지가 좋데요,0
충치에 녹차가 좋데요,0
충치에 달걀이 좋데요,0
충치에 딸기가 좋데요,0
충치에 마늘이 좋데요,0
충치에 매실이 좋데요,0
충치에 사과가 좋데요,0
충치에 생강이 좋데요,0
충치에 소금이 좋데요,0
충치에 우유가 좋데요,0
충치에 치즈가 좋데요,0
충치에 홍차가 좋데요,0
췌장암에 팥이 좋데요,0
취미생활을 가져보세요,0
치매에 과일이 좋데요,0
치매에 꽁치가 좋데요,0
치매에 녹차가 좋데요,0
치매에 달걀이 좋데요,0
치매에 두부가 좋데요,0
치매에 뽕잎이 좋데요,0
치매에 송어가 좋데요,0
치매에 연어가 좋데요,0
치매에 우유가 좋데요,0
치매에 참치가 좋데요,0
치매에 채소가 좋데요,0
치매에 케일이 좋데요,0
치매에 호두가 좋데요,0
치매에 홍삼이 좋데요,0
치질에 감자가 좋데요,0
치질에 과일이 좋데요,0
치질에 딸기가 좋데요,0
치질에 사과가 좋데요,0
치질에 키위가 좋데요,0
치질에 현미가 좋데요,0
치질에 호두가 좋데요,0
치통에 가지가 좋데요,0
치통에 녹차가 좋데요,0
치통에 달걀이 좋데요,0
치통에 딸기가 좋데요,0
치통에 마늘이 좋데요,0
치통에 매실이 좋데요,0
치통에 사과가 좋데요,0
치통에 생강이 좋데요,0
치통에 소금이 좋데요,0
치통에 우유가 좋데요,0
치통에 치즈가 좋데요,0
치통에 홍차가 좋데요,0
친구를 자주 만나세요,0
칡을 한번 드셔보세요,0
